id,kode
2034,8886022941512
2035,8886022962135
2036,8886022962166
2037,8886022971298
2038,8886029101049
2039,8886029388105
2040,8886029511053
2041,8886030422829
2042,8886030422836
2043,8886030422843
2044,8886030425905
2045,8886030561924
2046,8886030561931
2047,8886030561948
2048,8886031111326
2049,8886031123305
2050,8886031123312
2051,8886031123336
2052,8886047030116
2053,8886057883665
2054,8888103000118
2055,8888103000217
2056,8888103000231
2057,8888103000323
2058,8888103000613
2059,8888103003843
2060,8888103003850
2061,8888103003867
2062,8888103003881
2063,8888103003928
2064,8888103004185
2065,8888103004192
2066,8888103004208
2067,8888103004352
2068,8888103004390
2069,8888103004628
2070,8888103004956
2071,8888103004963
2072,8888103004970
2073,8888103004987
2074,8888103005762
2075,8888103005779
2076,8888103006820
2077,8888103006844
2078,8888103006868
2079,8888103006882
2080,8888103006974
2081,8888103200013
2082,8888103200617
2083,8888103201010
2084,8888103201218
2085,8888103201317
2086,8888103203014
2087,8888103205018
2088,8888166321106
2089,8888166336568
2090,8888166336605
2091,8888166336612
2092,8888166337305
2093,8888166337312
2094,8888166339927
2095,8888166339941
2096,8888166348882
2097,8888166603431
2098,8888166603462
2099,8888166603769
2100,8888166603790
2101,8888166603929
2102,8888166603943
2103,8888166606128
2104,8888166606166
2105,8888166606210
2106,8888166606227
2107,8888166606265
2108,8888166606395
2109,8888166606616
2110,8888166606890
2111,8888166607088
2112,8888166607262
2113,8888166607361
2114,8888166607392
2115,8888166607408
2116,8888166607460
2117,8888166607477
2118,8888166607637
2119,8888166609662
2120,8888166989139
2121,8888166989344
2122,8888166989474
2123,8888166989634
2124,8888166990937
2125,8888166990944
2126,8888166991002
2127,8888166992504
2128,8888166992559
2129,8888166992566
2130,8888166994386
2131,8888166994713
2132,8888166994768
2133,8888166994775
2134,8888166995475
2135,8888166996083
2136,8888299758398
2137,8888327831147
2138,8888327831253
2139,8888327831833
2140,8888327831871
2141,8888336000671
2142,8888336000701
2143,8888826016175
2144,8888826016182
2145,8888826016557
2146,8888826019589
2147,8893335515293
2148,8894884111172
2149,8896710452503
2150,8896710452534
2151,8896710452589
2152,89
2153,8901057202381
2154,8924441313715
2155,8934689734906
2156,8934868015024
2157,8934868015031
2158,8935001879640
2159,8955201011428
2160,896865350516
2161,8987355031717
2162,8987356455123
2163,8990090100150
2164,8990090100167
2165,8990090102383
2166,8990090102406
2167,8990090103014
2168,8990090103021
2169,8990090103038
2170,8990090110012
2171,8990090110029
2172,8990090120011
2173,8990090120271
2174,8990090120301
2175,8990090311501
2176,8990090411027
2177,8990090990034
2178,8990121011073
2179,8990121014029
2180,8990333100183
2181,8990333100336
2182,8990333115033
2183,8990333115088
2184,8990333115095
2185,8990333115101
2186,8990333115132
2187,8990333121126
2188,8990333121140
2189,8990333121621
2190,8990333123571
2191,8990333125544
2192,8990333127104
2193,8990333127111
2194,8990333131064
2195,8990333131095
2196,8990333138513
2197,8990333140172
2198,8990333162044
2199,8990333162051
2200,8990333162075
2201,8990333811119
2202,8990333811218
2203,8990333822610
2204,899068333062
2205,8990771302019
2206,8990771302033
2207,8990771302200
2208,8990800001784
2209,8990800004693
2210,8990800004723
2211,8990800006727
2212,8990800010359
2213,8990800010618
2214,8990800011509
2215,8990800011752
2216,8990800012322
2217,8990800012414
2218,8990800012483
2219,8990800012537
2220,8990800013954
2221,8990800014142
2222,8990800014333
2223,8990800015200
2224,8990800016580
2225,8990800016849
2226,8990800100012
2227,8990800100050
2228,8991001111289
2229,8991001111296
2230,8991001111319
2231,8991001111647
2232,8991001111708
2233,8991001111715
2234,8991001111722
2235,8991001111777
2236,8991001111869
2237,8991001111883
2238,8991001111937
2239,8991001112026
2240,8991001112040
2241,8991001112057
2242,8991001112064
2243,8991001112101
2244,8991001112590
2245,8991001121370
2246,8991001121387
2247,8991001121400
2248,8991001121455
2249,8991001121615
2250,8991001121981
2251,8991001121998
2252,8991001122001
2253,8991001122018
2254,8991001242013
2255,8991001242075
2256,8991001242372
2257,8991001242563
2258,8991001242570
2259,8991001242655
2260,8991001242662
2261,8991001242679
2262,8991001242716
2263,8991001242723
2264,8991001242976
2265,8991001242983
2266,8991001243034
2267,8991001501042
2268,8991001501059
2269,8991001502230
2270,8991001502247
2271,8991001502261
2272,8991001502896
2273,8991001502926
2274,8991001502933
2275,8991001503091
2276,8991001503107
2277,8991001503114
2278,8991001503169
2279,8991001662255
2280,8991001770011
2281,8991001770028
2282,8991001770219
2283,8991001770288
2284,8991001770295
2285,8991001770301
2286,8991001770417
2287,8991001770486
2288,8991001780126
2289,8991001780133
2290,8991001780140
2291,8991001780188
2292,8991001780225
2293,8991001780232
2294,8991001780492
2295,8991001780577
2296,8991001780904
2297,8991001780911
2298,8991001780935
2299,8991001780980
2300,8991001780997
2301,8991001781246
2302,8991001781253
2303,8991001781420
2304,8991001802088
2305,8991001802118
2306,8991001820013
2307,8991002101005
2308,8991002101104
2309,8991002101630
2310,8991002101722
2311,8991002101746
2312,8991002103238
2313,8991002103337
2314,8991002103436
2315,8991002103535
2316,8991002103764
2317,8991002103832
2318,8991002103931
2319,8991002104303
2320,8991002104914
2321,8991002105409
2322,8991002105423
2323,8991002105430
2324,8991002105447
2325,8991002105454
2326,8991002105485
2327,8991002105584
2328,8991002105645
2329,8991002105676
2330,8991002115019
2331,8991002115101
2332,8991002121003
2333,8991002121010
2334,8991002121034
2335,8991002121041
2336,8991002121058
2337,8991002121065
2338,8991002121089
2339,8991002122000
2340,8991002122017
2341,8991002301511
2342,8991002303829
2343,8991002304017
2344,8991002304413
2345,8991002304802
2346,8991002306813
2347,8991002307209
2348,8991002311107
2349,8991002312005
2350,8991002312012
2351,8991002321007
2352,8991002402317
2353,8991002504110
2354,8991002504318
2355,8991038100409
2356,8991038110354
2357,8991038110514
2358,8991038111757
2359,8991038766100
2360,8991038766605
2361,8991038772040
2362,8991038773146
2363,8991038773153
2364,8991038773344
2365,8991038773351
2366,8991038773573
2367,8991038775416
2368,8991038775553
2369,8991102020152
2370,8991102020176
2371,8991102020459
2372,8991102020473
2373,8991102020817
2374,8991102020916
2375,8991102021210
2376,8991102021234
2377,8991102022347
2378,8991102022361
2379,8991102022446
2380,8991102022460
2381,8991102023078
2382,8991102023115
2383,8991102023139
2384,8991102023238
2385,8991102023276
2386,8991102023511
2387,8991102023627
2388,8991102023658
2389,8991102023702
2390,8991102023757
2391,8991102023825
2392,8991102024099
2393,8991102024150
2394,8991102024631
2395,8991102024730
2396,8991102024778
2397,8991102024914
2398,8991102100106
2399,8991102100434
2400,8991102100458
2401,8991102100618
2402,8991102100632
2403,8991102100748
2404,8991102100809
2405,8991102100823
2406,8991102100830
2407,8991102100854
2408,8991102101202
2409,8991102101318
2410,8991102101325
2411,8991102101813
2412,8991102101837
2413,8991102103008
2414,8991102162005
2415,8991102162098
2416,8991102162111
2417,8991102162159
2418,8991102180009
2419,8991102180023
2420,8991102190008
2421,8991102190046
2422,8991102213189
2423,8991102218054
2424,8991102220071
2425,8991102222006
2426,8991102222211
2427,8991102224024
2428,8991102227032
2429,8991102227056
2430,8991102228008
2431,8991102228015
2432,8991102228053
2433,8991102230308
2434,8991102281416
2435,8991102281430
2436,8991102282178
2437,8991102282222
2438,8991102282376
2439,8991102282451
2440,8991102283151
2441,8991102283373
2442,8991102283380
2443,8991102283397
2444,8991102300322
2445,8991102300421
2446,8991102300520
2447,8991102300544
2448,8991102301602
2449,8991102301800
2450,8991102302609
2451,8991102302708
2452,8991102303002
2453,8991102303101
2454,8991102303200
2455,8991102303309
2456,8991102308892
2457,8991102320009
2458,8991102320184
2459,8991102380706
2460,8991102381000
2461,8991102381017
2462,8991102381079
2463,8991102381215
2464,8991102381314
2465,8991102383493
2466,8991102383592
2467,8991102383691
2468,8991102383721
2469,8991102383745
2470,8991102384025
2471,8991102384247
2472,8991102384520
2473,8991102384841
2474,8991102384940
2475,8991102384964
2476,8991102385053
2477,8991102385084
2478,8991102385114
2479,8991102385176
2480,8991102385329
2481,8991102385350
2482,8991102385411
2483,8991102386104
2484,8991102386180
2485,8991102386258
2486,8991102386272
2487,8991102386401
2488,8991102386548
2489,8991102386562
2490,8991102386586
2491,8991102386609
2492,8991102386623
2493,8991102387149
2494,8991102387262
2495,8991102387286
2496,8991102750028
2497,8991102750035
2498,8991102750066
2499,8991102750103
2500,8991102750356
2501,8991102750417
2502,8991102750431
2503,8991102789004
2504,8991102789103
2505,8991102792141
2506,8991102792547
2507,8991102792615
2508,8991102792653
2509,8991102792660
2510,8991102792677
2511,8991102800020
2512,8991102800358
2513,8991102800457
2514,8991102800723
2515,8991102820233
2516,8991102820288
2517,8991102820455
2518,8991102831116
2519,8991102888820
2520,8991102888882
2521,8991102888929
2522,8991102900591
2523,8991102900607
2524,8991102987301
2525,8991102987394
2526,8991102987431
2527,8991102987639
2528,8991102987738
2529,8991102987875
2530,8991102998635
2531,8991102999700
2532,8991102999861
2533,8991102999922
2534,8991111101255
2535,8991111101316
2536,8991111101323
2537,8991111101408
2538,8991111101415
2539,8991111101507
2540,8991111101576
2541,8991111101583
2542,8991111101613
2543,8991111102481
2544,8991111102603
2545,8991111102719
2546,8991111109107
2547,8991111109114
2548,8991111109121
2549,8991111109138
2550,89911111112091
2551,8991111111964
2552,8991111111971
2553,8991111111995
2554,8991111112084
2555,8991111112091
2556,8991111112107
2557,8991111112114
2558,8991111112206
2559,8991111112213
2560,8991111112237
2561,8991111112244
2562,8991111112343
2563,8991111112350
2564,8991111152059
2565,8991111152073
2566,8991111152080
2567,8991111153049
2568,8991111153063
2569,8991111153070
2570,8991111153094
2571,8991115010102
2572,8991115011109
2573,8991115012106
2574,8991115018108
2575,8991115023102
2576,8991115027100
2577,8991115040185
2578,8991115043049
2579,8991115050030
2580,8991212301448
2581,8991212301455
2582,8991212301479
2583,8991212302445
2584,8991212302469
2585,8991234416816
2586,8991234500034
2587,8991234500072
2588,8991380027201
2589,8991380028208
2590,8991380232131
2591,8991380700029
2592,8991380700036
2593,8991380700050
2594,8991380700203
2595,8991380700210
2596,8991380700548
2597,8991380700593
2598,8991380700609
2599,8991380700623
2600,8991380700760
2601,8991380700777
2602,8991389211519
2603,8991389211526
2604,8991389211571
2605,8991389220009
2606,8991389220016
2607,8991389220023
2608,8991389220030
2609,8991389220313
2610,8991389221020
2611,8991389221037
2612,8991389222218
2613,8991389227251
2614,8991389227275
2615,8991389228210
2616,8991389228227
2617,8991389228234
2618,8991389230220
2619,8991389241592
2620,8991389242124
2621,8991389247013
2622,8991389247037
2623,8991389248010
2624,8991389248034
2625,8991389248218
2626,8991389291030
2627,8991389291061
2628,8991389291153
2629,8991389291290
2630,8991389291306
2631,8991389291313
2632,8991389291320
2633,899138929501
2634,8991389295014
2635,8991389295021
2636,8991389300183
2637,8991500871431
2638,8991609100715
2639,8991654865461
2640,8991689168001
2641,8991689168025
2642,8991689168032
2643,8991689168049
2644,8991761590027
2645,8991771200329
2646,8991771200374
2647,8991771200381
2648,8991771200398
2649,8991905101027
2650,8991906101682
2651,8991906101736
2652,8991917101510
2653,8991919019950
2654,8991948301057
2655,8991948301118
2656,8991991161332
2657,8992003170403
2658,8992003782354
2659,8992003782453
2660,8992003783399
2661,8992003783474
2662,8992003783665
2663,8992003783887
2664,8992112014018
2665,8992112025021
2666,8992222010023
2667,8992222030502
2668,8992222030519
2669,8992222030526
2670,8992222030571
2671,8992222030588
2672,8992222040129
2673,8992222040136
2674,8992222040211
2675,8992222040228
2676,8992222040235
2677,8992222050043
2678,8992222050067
2679,8992222050074
2680,8992222050098
2681,8992222050104
2682,8992222050128
2683,8992222050135
2684,8992222050142
2685,8992222050159
2686,8992222050173
2687,8992222050180
2688,8992222050203
2689,8992222050241
2690,8992222050258
2691,8992222050357
2692,8992222050364
2693,8992222050388
2694,8992222050395
2695,8992222050401
2696,8992222050418
2697,8992222050456
2698,8992222050609
2699,8992222050616
2700,8992222050623
2701,8992222050685
2702,8992222051248
2703,8992222051262
2704,8992222051279
2705,8992222051286
2706,8992222051309
2707,8992222051361
2708,8992222051378
2709,8992222051385
2710,8992222051392
2711,8992222051408
2712,8992222051415
2713,899222205142
2714,8992222051422
2715,8992222051439
2716,8992222051521
2717,8992222051538
2718,8992222051545
2719,8992222051552
2720,8992222051590
2721,8992222051606
2722,8992222051613
2723,8992222051682
2724,8992222051699
2725,8992222051705
2726,8992222051712
2727,8992222051729
2728,8992222051736
2729,8992222051750
2730,8992222051767
2731,8992222051774
2732,8992222051781
2733,8992222051804
2734,8992222051873
2735,8992222051880
2736,8992222051897
2737,8992222051903
2738,8992222051941
2739,8992222052092
2740,8992222052108
2741,8992222052122
2742,8992222052177
2743,8992222052184
2744,8992222052191
2745,8992222052207
2746,8992222052214
2747,8992222052221
2748,8992222052382
2749,8992222052399
2750,8992222052405
2751,8992222052412
2752,8992222052498
2753,8992222052573
2754,8992222052979
2755,8992222052986
2756,8992222052993
2757,8992222053006
2758,8992222053013
2759,8992222053037
2760,8992222053044
2761,8992222053075
2762,8992222053082
2763,8992222053099
2764,8992222053105
2765,8992222053112
2766,8992222053129
2767,8992222053136
2768,8992222053143
2769,8992222053235
2770,8992222053259
2771,8992222053266
2772,8992222053273
2773,8992222053297
2774,8992222053426
2775,8992222053433
2776,8992222053440
2777,8992222053457
2778,8992222053464
2779,8992222053624
2780,8992222053648
2781,8992222053655
2782,8992222053662
2783,8992222053679
2784,8992222053686
2785,8992222053693
2786,8992222053709
2787,8992222053716
2788,8992222053723
2789,8992222053730
2790,8992222054010
2791,8992222054027
2792,8992222054034
2793,8992222054041
2794,8992222054508
2795,8992222054515
2796,8992222054522
2797,8992222054539
2798,8992222054546
2799,8992222054553
2800,8992222054560
2801,8992222054577
2802,8992222054584
2803,8992222054591
2804,8992222054942
2805,8992222054959
2806,8992222054997
2807,8992222055000
2808,8992222055017
2809,8992222055024
2810,8992222055031
2811,8992222055093
2812,8992222055222
2813,8992222060080
2814,8992222060103
2815,8992222060110
2816,8992222060127
2817,8992222060134
2818,8992222060332
2819,8992222060349
2820,8992222070751
2821,8992222070775
2822,8992222071109
2823,8992222071116
2824,8992222071123
2825,8992222071130
2826,8992222071147
2827,8992222071154
2828,8992222071444
2829,8992222071451
2830,8992222071871
2831,8992222072083
2832,8992222072106
2833,8992222072113
2834,8992222072120
2835,8992222072137
2836,8992222072151
2837,8992222072168
2838,8992222072397
2839,8992222072403
2840,8992222072410
2841,8992222072441
2842,8992222072458
2843,8992222072465
2844,8992222072496
2845,8992222072502
2846,8992222072519
2847,8992222072526
2848,8992222072533
2849,8992222072540
2850,8992222072557
2851,8992222072571
2852,8992222072595
2853,8992222072618
2854,8992222072625
2855,8992222072700
2856,8992222072724
2857,8992222072748
2858,8992222072830
2859,8992222072847
2860,8992222072854
2861,8992222072878
2862,8992222072885
2863,8992222072892
2864,8992222072922
2865,8992222072946
2866,8992222072953
2867,8992222072960
2868,8992222072977
2869,8992222072984
2870,8992222072991
2871,8992222073134
2872,8992222073141
2873,8992222073158
2874,8992222073240
2875,8992222073257
2876,8992222073264
2877,8992222073356
2878,8992222073363
2879,8992222090445
2880,8992222090452
2881,8992222090469
2882,8992222090476
2883,8992222090506
2884,8992222090841
2885,8992222090858
2886,8992222090865
2887,8992222091510
2888,8992222091527
2889,8992222091534
2890,8992222091541
2891,8992222091718
2892,8992222091732
2893,8992222091923
2894,8992222091930
2895,8992222091947
2896,8992222091954
2897,8992222091961
2898,8992222091978
2899,8992222092081
2900,8992222092098
2901,8992222092104
2902,8992222092111
2903,8992222092180
2904,8992222092197
2905,8992222092203
2906,8992222092241
2907,8992222092258
2908,8992222092289
2909,8992222092296
2910,8992222092302
2911,8992222092319
2912,8992222092579
2913,8992222092586
2914,8992222092609
2915,8992222092678
2916,8992222092685
2917,8992222092692
2918,8992222092708
2919,8992222092715
2920,8992222092753
2921,8992222092760
2922,8992222092777
2923,8992222092784
2924,8992222280679
2925,8992222281836
2926,8992222282673
2927,8992222282680
2928,8992222282697
2929,8992222282703
2930,8992222282758
2931,8992222282765
2932,8992222282802
2933,8992222282819
2934,8992222282826
2935,8992222282833
2936,8992222282840
2937,8992222282857
2938,8992222310017
2939,8992222310024
2940,8992222310031
2941,8992222310048
2942,8992304001192
2943,8992304006791
2944,8992304008986
2945,8992304009006
2946,8992304009082
2947,8992304009143
2948,8992304009167
2949,8992304009181
2950,8992304009204
2951,8992304009242
2952,8992304010125
2953,8992304010187
2954,8992304010200
2955,8992304010293
2956,8992304010316
2957,8992304013690
2958,8992304013737
2959,8992304013812
2960,8992304013836
2961,8992304014451
2962,8992304014932
2963,8992304015298
2964,8992304016967
2965,8992304019340
2966,8992304019388
2967,8992304019524
2968,8992304019562
2969,8992304020438
2970,8992304020759
2971,8992304020797
2972,8992304024740
2973,8992304024788
2974,8992304025877
2975,8992304025914
2976,8992304032431
2977,8992304032479
2978,8992304033926
2979,8992304036033
2980,8992304036101
2981,8992304036804
2982,8992304039607
2983,8992304039614
2984,8992304039812
2985,8992304039850
2986,8992304039898
2987,8992304042409
2988,8992304042416
2989,8992304042423
2990,8992304042522
2991,8992304042539
2992,8992304042546
2993,8992304043444
2994,8992304043451
2995,8992304043529
2996,8992304046940
2997,8992304047152
2998,8992304047169
2999,8992304047183
3000,8992304047190
3001,8992304047411
3002,8992304047428
3003,8992304047435
3004,8992304047442
3005,8992304048340
3006,8992304049743
3007,8992304052743
3008,8992304054433
3009,8992304056772
3010,8992304056789
3011,8992304073441
3012,8992304073458
3013,8992304078446
3014,8992304079146
3015,8992304082221
3016,8992304082238
3017,8992304094767
3018,8992388101016
3019,8992388101023
3020,8992388101054
3021,8992388101085
3022,8992388101092
3023,8992388101153
3024,8992388103010
3025,8992388103027
3026,8992388111138
3027,8992388111145
3028,8992388111206
3029,8992388111213
3030,8992388111237
3031,8992388112401
3032,8992388112654
3033,8992388112678
3034,8992388112708
3035,8992388112722
3036,8992388112869
3037,8992388112944
3038,8992388112951
3039,8992388121021
3040,8992388121038
3041,8992388121045
3042,8992388121090
3043,8992388121243
3044,8992388121250
3045,8992388121267
3046,8992388133017
3047,8992388133277
3048,8992388133284
3049,8992388133345
3050,8992628020152
3051,8992628022156
3052,89926550
3053,8992694020049
3054,8992694220234
3055,8992694222528
3056,8992694222603
3057,8992694222627
3058,8992694242502
3059,8992694242519
3060,8992694242908
3061,8992694242915
3062,8992694246340
3063,8992694247163
3064,8992694247170
3065,8992694260506
3066,8992694260605
3067,8992694260803
3068,8992694291401
3069,8992694291500
3070,8992694294327
3071,8992694294655
3072,8992694296208
3073,8992694296307
3074,8992694297601
3075,8992694297618
3076,8992694297625
3077,8992694297632
3078,8992695100207
3079,8992695114204
3080,8992695160201
3081,8992695203441
3082,8992695213440
3083,8992695705266
3084,8992695714060
3085,8992695714169
3086,8992695724069
3087,8992695725264
3088,8992696404007
3089,8992696404441
3090,8992696405417
3091,8992696409101
3092,8992696415324
3093,8992696415768
3094,8992696417342
3095,8992696418134
3096,8992696419988
3097,8992696420014
3098,8992696420557
3099,8992696421042
3100,8992696421677
3101,8992696422650
3102,8992696422674
3103,8992696423084
3104,8992696430204
3105,8992696430266
3106,8992702000018
3107,8992702000063
3108,8992702000179
3109,8992702005921
3110,8992702005945
3111,8992702005976
3112,8992702006003
3113,8992702020108
3114,8992702070011
3115,8992705012124
3116,8992705022123
3117,8992705032122
3118,8992705042121
3119,8992714041054
3120,8992714041061
3121,8992714042051
3122,8992714042068
3123,8992714043065
3124,8992714051046
3125,8992716108434
3126,8992716108458
3127,8992716108465
3128,8992716108724
3129,8992716108748
3130,8992716108762
3131,8992716108816
3132,8992716108854
3133,8992716108878
3134,8992716109172
3135,8992716109462
3136,8992716109486
3137,8992716109547
3138,8992716109554
3139,8992716109561
3140,8992716109646
3141,8992716109660
3142,8992716109813
3143,8992716109837
3144,8992716109875
3145,8992716109899
3146,8992716109912
3147,8992716109943
3148,8992717822209
3149,8992717900297
3150,8992725051219
3151,8992725910332
3152,8992725910400
3153,8992725910417
3154,8992725910424
3155,8992725910448
3156,8992725910455
3157,8992725910608
3158,8992725910615
3159,8992726938199
3160,8992726938298
3161,8992727000048
3162,8992727000055
3163,8992727000062
3164,8992727000314
3165,8992727000338
3166,8992727000352
3167,8992727000376
3168,8992727000383
3169,8992727000390
3170,8992727000420
3171,8992727000543
3172,8992727000611
3173,8992727000697
3174,8992727001076
3175,8992727001168
3176,8992727001250
3177,8992727001328
3178,8992727001342
3179,8992727001472
3180,8992727001489
3181,8992727001656
3182,8992727001670
3183,8992727002035
3184,8992727002066
3185,8992727002196
3186,8992727002202
3187,8992727002318
3188,8992727002332
3189,8992727002387
3190,8992727002462
3191,8992727002479
3192,8992727002509
3193,8992727002523
3194,8992727002561
3195,8992727002578
3196,8992727002585
3197,8992727002769
3198,8992727002783
3199,8992727002837
3200,8992727002844
3201,8992727002851
3202,8992727002981
3203,8992727002998
3204,8992727003001
3205,8992727003056
3206,8992727003063
3207,8992727003070
3208,8992727003087
3209,8992727003094
3210,8992727003353
3211,8992727003537
3212,8992727003797
3213,8992727003803
3214,8992727003810
3215,8992727003858
3216,8992727003872
3217,8992727003896
3218,8992727003919
3219,8992727004015
3220,8992727004053
3221,8992727004060
3222,8992727004084
3223,8992727004091
3224,8992727004114
3225,8992727004169
3226,8992727004183
3227,8992727004190
3228,8992727004206
3229,8992727004213
3230,8992727004220
3231,8992727004237
3232,8992727004251
3233,8992727004480
3234,8992727004534
3235,8992727004541
3236,8992727004558
3237,8992727004640
3238,8992727004862
3239,8992727004879
3240,8992727005005
3241,8992727005029
3242,8992727005098
3243,8992727005104
3244,8992727005111
3245,8992727005128
3246,8992727005135
3247,8992727005142
3248,8992727005159
3249,8992727005166
3250,8992727005272
3251,8992727005289
3252,8992727005296
3253,8992727005302
3254,8992727005340
3255,8992727005425
3256,8992727005746
3257,8992727005753
3258,8992727005760
3259,8992727005777
3260,8992727005784
3261,8992727005791
3262,8992727006057
3263,8992727006064
3264,8992727006163
3265,8992727006170
3266,8992729126494
3267,8992731101410
3268,8992731101557
3269,8992736116105
3270,8992736808123
3271,8992741890137
3272,8992741902250
3273,8992741902397
3274,8992741903134
3275,8992741940009
3276,8992741941006
3277,8992741945004
3278,8992741945240
3279,8992741955119
3280,8992741955140
3281,8992742360844
3282,8992742370683
3283,8992742375350
3284,8992742380972
3285,8992745120186
3286,8992745120223
3287,8992745120247
3288,8992745120407
3289,8992745120469
3290,8992745120636
3291,8992745120650
3292,8992745120858
3293,8992745120957
3294,8992745129400
3295,8992745130239
3296,8992745130246
3297,8992745130277
3298,8992745130291
3299,8992745140016
3300,8992745140559
3301,8992745140566
3302,8992745140573
3303,8992745140580
3304,8992745140689
3305,8992745140955
3306,8992745320050
3307,8992745320067
3308,8992745320074
3309,8992745320135
3310,8992745320166
3311,8992745320173
3312,8992745320180
3313,8992745320197
3314,8992745320241
3315,8992745320289
3316,8992745320296
3317,8992745320302
3318,8992745320319
3319,8992745320326
3320,8992745320333
3321,8992745320685
3322,8992745320739
3323,8992745320784
3324,8992745326687
3325,8992745326694
3326,8992745326755
3327,8992745326816
3328,8992745330103
3329,8992745330110
3330,8992745330127
3331,8992745330134
3332,8992745330332
3333,8992745330400
3334,8992745380191
3335,8992745380221
3336,8992745380238
3337,8992745380825
3338,8992745540298
3339,8992745540717
3340,8992745540786
3341,8992745550228
3342,8992745550242
3343,8992745550259
3344,8992745550266
3345,8992745550518
3346,8992745550525
3347,8992745550532
3348,8992745560210
3349,8992745560241
3350,8992745560258
3351,8992745999980
3352,8992745999997
3353,8992748195204
3354,8992750540405
3355,8992750540856
3356,8992750540900
3357,8992750540917
3358,8992752111016
3359,8992752111818
3360,8992752114109
3361,8992752116103
3362,8992752116233
3363,8992752117100
3364,8992752118107
3365,8992752119104
3366,8992752121497
3367,8992752121596
3368,8992753005994
3369,8992753012725
3370,8992753031894
3371,8992753100101
3372,8992753101207
3373,8992753102006
3374,8992753102204
3375,8992753172207
3376,8992753174201
3377,8992753182008
3378,8992753182206
3379,8992753184002
3380,8992753184200
3381,8992753336005
3382,8992753337002
3383,8992753372003
3384,8992753374007
3385,8992753631209
3386,8992759134117
3387,8992759134216
3388,8992759144093
3389,8992759214079
3390,8992759244021
3391,8992759313529
3392,8992759324105
3393,8992759515466
3394,8992759535457
3395,8992760121014
3396,8992760121083
3397,8992760121090
3398,8992760221028
3399,8992760221035
3400,8992760223015
3401,8992760223022
3402,8992761002015
3403,8992761002022
3404,8992761002039
3405,8992761002046
3406,8992761110017
3407,8992761110048
3408,8992761111519
3409,8992761111533
3410,8992761111540
3411,8992761111588
3412,8992761111595
3413,8992761111618
3414,8992761111632
3415,8992761111649
3416,8992761111656
3417,8992761122317
3418,8992761122324
3419,8992761122331
3420,8992761122348
3421,8992761122355
3422,8992761122379
3423,8992761122386
3424,8992761122430
3425,8992761122478
3426,8992761122485
3427,8992761122515
3428,8992761122522
3429,8992761123222
3430,8992761136161
3431,8992761136178
3432,8992761136185
3433,8992761136208
3434,8992761145019
3435,8992761145026
3436,8992761145033
3437,8992761145095
3438,8992761145101
3439,8992761147020
3440,8992761147037
3441,8992761147051
3442,8992761147068
3443,8992761147075
3444,8992761147082
3445,8992761151034
3446,8992761151041
3447,8992761151065
3448,8992761151072
3449,8992761164539
3450,8992761164546
3451,8992761164560
3452,8992761164577
3453,8992761166038
3454,8992761166052
3455,8992761166113
3456,8992761166144
3457,8992761166175
3458,8992761166182
3459,8992761166199
3460,8992761166205
3461,8992761166212
3462,8992761166229
3463,8992765101004
3464,8992765101011
3465,8992765301008
3466,8992771008014
3467,8992771008434
3468,8992771008441
3469,8992771008465
3470,8992771008564
3471,8992771008588
3472,8992771008939
3473,8992771008953
3474,8992771008977
3475,8992771008991
3476,8992771010017
3477,8992771010031
3478,8992771010093
3479,8992771010147
3480,8992772011013
3481,8992772027014
3482,8992772031011
3483,8992772035125
3484,8992772191098
3485,8992772192286
3486,8992772195010
3487,8992772195027
3488,8992772195058
3489,8992772195089
3490,8992772195096
3491,8992772198011
3492,8992772198028
3493,8992772198035
3494,8992772198042
3495,8992772198059
3496,8992772215015
3497,8992772215039
3498,8992772231015
3499,8992772265010
3500,8992772265027
3501,8992772311014
3502,8992772315111
3503,8992772315128
3504,8992772325127
3505,8992772401012
3506,8992772485012
3507,8992772485029
3508,8992772491013
3509,8992772501019
3510,8992772556019
3511,8992772585026
3512,8992772586016
3513,8992772586030
3514,8992772631013
3515,8992772635028
3516,8992775000007
3517,8992775110102
3518,8992775110119
3519,8992775110126
3520,8992775110140
3521,8992775110157
3522,8992775110164
3523,8992775110171
3524,8992775110225
3525,8992775111116
3526,8992775112120
3527,8992775112137
3528,8992775112144
3529,8992775112151
3530,8992775200339
3531,8992775201107
3532,8992775201404
3533,8992775201435
3534,8992775201473
3535,8992775201480
3536,8992775201497
3537,8992775201701
3538,8992775201718
3539,8992775202227
3540,8992775203408
3541,8992775203415
3542,8992775203422
3543,8992775204009
3544,8992775204023
3545,8992775204047
3546,8992775204054
3547,8992775204061
3548,8992775204085
3549,8992775210116
3550,8992775210215
3551,8992775210222
3552,8992775211410
3553,8992775211427
3554,8992775211434
3555,8992775211458
3556,8992775211465
3557,8992775211472
3558,8992775211700
3559,8992775212103
3560,8992775212110
3561,8992775212134
3562,8992775214008
3563,8992775217016
3564,8992775217030
3565,8992775301012
3566,8992775301302
3567,8992775301401
3568,8992775301432
3569,8992775302231
3570,8992775302408
3571,8992775305034
3572,8992775305102
3573,8992775305249
3574,8992775310007
3575,8992775310014
3576,8992775310198
3577,8992775310199
3578,8992775310205
3579,8992775311004
3580,8992775311059
3581,8992775311080
3582,8992775311103
3583,8992775311325
3584,8992775311400
3585,8992775311479
3586,8992775311509
3587,8992775311547
3588,8992775311608
3589,8992775311639
